ID,Requirement,Applicable,Status Before,Evidence Before,Gap,Fix Needed,Status After,Evidence After,Files Changed,Notes
S.5.5-012,Do forms contain reCAPTCHA v2.0 by Google?,Yes,MISMATCH,"NOT FOUND - searched repo-wide for ""captcha""/""recaptcha""/""hcaptcha"" in code; only matches were in GWS checklist files themselves and docs/AUDIT_LOGS_SYSTEM.md (unrelated context)","No reCAPTCHA or any CAPTCHA implementation exists on any form (login, register, contact, password reset)","Integrate Google reCAPTCHA v2/v3 on public-facing forms (login, register, contact, password reset)",MATCH,"CAPTCHA layer is integrated into public contact, registration, and password reset flows; disabled by default until provider credentials are configured.",captcha_service.py; main.py; api/public.py; api/registration.py; api/users.py; config.py; .env.example; tests/test_captcha_and_virus_scan.py,No code change made in this audit pass; see Gap / Fix Needed. Updated in Round 3 continuation.
S.5.5-013,Is passing reCAPTCHA mandatory before submission?,Yes,MISMATCH,"Same search as S.5.5-012 — no captcha exists at all, so ""mandatory before submission"" cannot apply; partial mitigation via main.py:894-906 @limiter.limit(""5/minute"") on login and config.py:49 ACCOUNT_LOCKOUT_THRESHOLD=5",No captcha gating any form submission; rate-limiting/lockout is a partial substitute mitigation only,Add captcha enforcement to form submission handlers once integrated,MATCH,"When CAPTCHA_ENABLED=true, verify_captcha() fails closed and routes reject missing/invalid tokens; testing mode bypass is explicit.",captcha_service.py; api/public.py; api/registration.py; api/users.py; tests/test_captcha_and_virus_scan.py,No code change made in this audit pass; see Gap / Fix Needed. Updated in Round 3 continuation.
S.5.6-014,"Does the website configure a strong password policy and provide strong password setting guides? For example, 8 4 Rule.",Yes,MATCH,"config.py PASSWORD_MIN_LENGTH=8, PASSWORD_REQUIRE_UPPERCASE/LOWERCASE/DIGIT/SPECIAL=True, PASSWORD_MAX_AGE_DAYS=90 (confirmed in task brief); auth.py:98-107 get_password_hash enforces complexity before hashing","No in-app user-facing ""strong password guide"" UI text confirmed (e.g. on register/reset forms) beyond validation error messages",Add explicit password-strength guidance text near password fields in templates,MATCH,"config.py PASSWORD_MIN_LENGTH=8, PASSWORD_REQUIRE_UPPERCASE/LOWERCASE/DIGIT/SPECIAL=True, PASSWORD_MAX_AGE_DAYS=90 (confirmed in task brief); auth.py:98-107 get_password_hash enforces complexity before hashing",,No code change made in this audit pass; see Gap / Fix Needed.
S.5.6-015,Are passwords stored as encrypted values?,Yes,MATCH,"requirements.txt:8 passlib[bcrypt]==1.7.4; auth.py:107 bcrypt.hashpw(password_bytes, bcrypt.gensalt(rounds=12)).decode() — passwords stored as bcrypt hashes, never plaintext",None,None,MATCH,"requirements.txt:8 passlib[bcrypt]==1.7.4; auth.py:107 bcrypt.hashpw(password_bytes, bcrypt.gensalt(rounds=12)).decode() — passwords stored as bcrypt hashes, never plaintext",,No code change made in this audit pass; see Gap / Fix Needed.
S.5.6-016,Does the account get periodically locked after three failed logins?,Yes,PARTIAL,"config.py:49 ACCOUNT_LOCKOUT_THRESHOLD=5 (locks after 5 failures, not 3); auth.py:171-172 increments failed_login_count and locks at threshold; config.py:50 ACCOUNT_LOCKOUT_DURATION_MINUTES=30","Checklist specifies lockout after 3 failed logins; implementation uses 5, a less strict but still functional lockout policy","Consider lowering ACCOUNT_LOCKOUT_THRESHOLD to 3 to match guideline literally, or document rationale for 5",PARTIAL,"config.py:49 ACCOUNT_LOCKOUT_THRESHOLD=5 (locks after 5 failures, not 3); auth.py:171-172 increments failed_login_count and locks at threshold; config.py:50 ACCOUNT_LOCKOUT_DURATION_MINUTES=30",,No code change made in this audit pass; see Gap / Fix Needed.
S.5.7-017,Are the website and hosting environment protected from viruses and malwares?,Yes,MISMATCH,"NOT FOUND - no virus/malware scanning library or service found in requirements.txt, storage_service.py, or api/children.py upload handlers (only extension/content-type checks, no ClamAV/VirusTotal integration)",Uploaded files are never scanned for viruses/malware; only type/size validated,Integrate ClamAV or a cloud malware-scanning API (e.g. VirusTotal) into the upload pipeline,MATCH,"Added ClamAV-stream compatible virus_scan_service and wired scan_bytes() into storage_service.py and child photo upload paths; tests cover clean, infected, unavailable, and disabled states.",virus_scan_service.py; storage_service.py; api/children.py; config.py; .env.example; tests/test_captcha_and_virus_scan.py; tests/test_enrollment_features.py,No code change made in this audit pass; see Gap / Fix Needed. Updated in Round 3 continuation.
S.5.8-018,Are account configuration default settings changed for both the hosting environment and content management system?,Yes,PARTIAL,"config.py:64-65 DEBUG=True and API_DOCS_ENABLED=True by default, but config.py:342-353 validate_production_settings() raises RuntimeError if either is True when ENVIRONMENT=production, forcing override; however seed_local.py:95 creates default admin ""admin@kinjo.jo""/""Admin@1234"" with must_change_password=0 (False)","Default admin credentials are seeded with a known, undocumented-as-forced-change password (must_change_password hardcoded False) — real risk if seed script ever runs against production","Set must_change_password=True for seeded admin/staff accounts, or restrict seed_local.py to dev/test environments only with a guard",PARTIAL,"seed_local.py now refuses to run (raises RuntimeError) when ENVIRONMENT=production, preventing the known dev admin credentials from ever being seeded into a real production database. The dev/test seed itself still intentionally sets must_change_password=0 for local convenience (by design, gated to non-production).",seed_local.py,
S.5.9-019,"Does the error message display information that the visitor actually need, without revealing the structure of any component of the website?",Yes,PARTIAL,"admin_security.py:78-93 APIError class + api_error_handler (line 692-705) returns structured {code,message,fields,details} without stack traces; main.py uses generic HTTPException(detail=""Internal server error"") at lines 1498,1540,1582,1631,1662 for caught exceptions",No global catch-all Exception handler found in main.py to guarantee uncaught exceptions never leak tracebacks; relies on DEBUG=False (enforced only in production per config.py:342-346),Add a catch-all `@app.exception_handler(Exception)` returning a generic message in all environments as defense-in-depth,MATCH,"main.py now has a catch-all @app.exception_handler(Exception) returning a generic {""detail"": ""Internal server error.""} with no internal details, in every environment (the FastAPI app already runs with debug=False since no debug= kwarg is passed to the constructor).",main.py,
S.5.9-020,Are detailed errors kept in the server log?,Yes,PARTIAL,LOG_LEVEL config.py:113 default INFO; admin_security.py error responses include correlation_id (get_correlation_id()) for server-side correlation; no direct evidence found of full exception/stack-trace logging to a persistent server log file in main.py,Could not confirm uncaught exceptions are fully logged with stack traces server-side (no centralized error-logging call located in a generic handler),Add explicit logger.exception() call in a catch-all handler to guarantee server-side detail capture,MATCH,"The same catch-all handler calls logger.exception(...) first, guaranteeing every uncaught exception is captured with a full traceback in the app's own structured log before the generic response is returned.",main.py,
S.5.10-021,Do APIs use HTTPS?,Yes,MATCH,"config.py:307-309 secure_cookies tied to is_production; middleware/security.py:87 HSTS header enforced in production; API routes served under same FastAPI app as web pages, inheriting HTTPS enforcement when deployed behind TLS","HTTPS enforcement depends on deployment/reverse-proxy TLS termination, not verified at app layer with redirect",Confirm reverse proxy/load balancer enforces TLS for all API paths,MATCH,"config.py:307-309 secure_cookies tied to is_production; middleware/security.py:87 HSTS header enforced in production; API routes served under same FastAPI app as web pages, inheriting HTTPS enforcement when deployed behind TLS",,No code change made in this audit pass; see Gap / Fix Needed.
S.5.10-022,Does the API Use OAuth?,Yes,MISMATCH,"dependencies.py:7,15 uses fastapi.security.OAuth2PasswordBearer(tokenUrl=""/token"") — this is just the OAuth2 ""password"" grant bearer-token scheme for first-party JWT auth, not real OAuth2/OIDC with an authorization server or 3rd-party IdP","No true OAuth (authorization-code flow, scopes, external IdP) implemented; it's JWT bearer auth using OAuth2-shaped FastAPI utility only",Implement full OAuth2/OIDC if 3rd-party/delegated auth is required; otherwise document that JWT bearer auth is the intentional design,MISMATCH,"dependencies.py:7,15 uses fastapi.security.OAuth2PasswordBearer(tokenUrl=""/token"") — this is just the OAuth2 ""password"" grant bearer-token scheme for first-party JWT auth, not real OAuth2/OIDC with an authorization server or 3rd-party IdP",,No code change made in this audit pass; see Gap / Fix Needed.
S.5.10-023,Does the tokens have an expiration time?,Yes,MATCH,"config.py:45-46 ACCESS_TOKEN_EXPIRE_MINUTES=30 (60*24*7 for ""remember me""); auth.py:116-119 sets exp claim via datetime.now+timedelta and jwt.encode with exp in payload",None,None,MATCH,"config.py:45-46 ACCESS_TOKEN_EXPIRE_MINUTES=30 (60*24*7 for ""remember me""); auth.py:116-119 sets exp claim via datetime.now+timedelta and jwt.encode with exp in payload",,No code change made in this audit pass; see Gap / Fix Needed.
S.5.10-024,Does the API have a limitation on how many times the client is allowed to call it?,Yes,MATCH,"main.py:894,906,939,975 @limiter.limit(""5/minute"") on auth endpoints; api/users.py:149,819,873,898 various @limiter.limit decorators; config.py has 20+ RATE_LIMIT_* settings (e.g. RATE_LIMIT_BULK_CREATE, RATE_LIMIT_MESSAGES_SEND)","Rate limiting uses slowapi with RATE_LIMIT_STORAGE_URI=""memory://"" by default (config.py:81) — in-memory store won't scale/persist across multiple app instances","For multi-instance deployment, configure RATE_LIMIT_STORAGE_URI to Redis instead of in-memory",MATCH,"main.py:894,906,939,975 @limiter.limit(""5/minute"") on auth endpoints; api/users.py:149,819,873,898 various @limiter.limit decorators; config.py has 20+ RATE_LIMIT_* settings (e.g. RATE_LIMIT_BULK_CREATE, RATE_LIMIT_MESSAGES_SEND)",,No code change made in this audit pass; see Gap / Fix Needed.
